id_log,nivel,servicio,evento,duracion_ms,timestamp
L-0000402,INFO,simulador,agregacion,271,2026-04-15T08:12:02
L-0000403,INFO,validador,agregacion,305,2026-04-15T09:16:14
L-0000404,INFO,streamlit,agregacion,230,2026-04-15T10:02:10
L-0000405,INFO,simulador,validacion,150,2026-04-15T14:01:41
L-0000406,INFO,simulador,reporte,115,2026-04-15T09:16:03
L-0000407,INFO,simulador,validacion,244,2026-04-15T14:43:09
L-0000408,WARNING,simulador,reporte,279,2026-04-15T08:24:54
L-0000409,WARNING,auditoria,reporte,343,2026-04-15T09:11:45
L-0000410,INFO,etl,registro,129,2026-04-15T15:47:12
L-0000411,WARNING,streamlit,reporte,328,2026-04-15T09:34:04
L-0000412,WARNING,etl,agregacion,707,2026-04-15T11:49:31
L-0000413,INFO,validador,registro,247,2026-04-15T12:23:41
L-0000414,WARNING,streamlit,auditoria_diaria,683,2026-04-15T14:44:50
L-0000415,INFO,streamlit,registro,156,2026-04-15T10:29:35
L-0000416,INFO,streamlit,validacion,163,2026-04-15T14:29:34
L-0000417,INFO,simulador,voto_emitido,170,2026-04-15T15:30:19
L-0000418,INFO,auditoria,validacion,196,2026-04-15T08:28:45
L-0000419,ERROR,auditoria,voto_emitido,1858,2026-04-15T09:31:23
L-0000420,INFO,streamlit,voto_emitido,62,2026-04-15T10:38:27
L-0000421,INFO,streamlit,agregacion,187,2026-04-15T14:28:26
L-0000422,INFO,auditoria,agregacion,147,2026-04-15T16:13:40
L-0000423,ERROR,etl,reporte,1034,2026-04-15T09:50:18
L-0000424,ERROR,streamlit,reporte,1395,2026-04-15T15:48:17
L-0000425,INFO,streamlit,validacion,146,2026-04-15T07:04:05
L-0000426,ERROR,simulador,voto_emitido,1748,2026-04-15T12:57:58
L-0000427,INFO,etl,agregacion,75,2026-04-15T08:44:43
L-0000428,INFO,simulador,auditoria_diaria,100,2026-04-15T16:11:45
L-0000429,WARNING,simulador,voto_emitido,463,2026-04-15T16:27:19
L-0000430,INFO,streamlit,reporte,128,2026-04-15T09:47:12
L-0000431,INFO,streamlit,voto_emitido,95,2026-04-15T10:01:35
L-0000432,INFO,simulador,reporte,142,2026-04-15T07:26:15
L-0000433,INFO,etl,registro,34,2026-04-15T11:28:00
L-0000434,INFO,validador,auditoria_diaria,258,2026-04-15T08:52:12
L-0000435,ERROR,etl,agregacion,1487,2026-04-15T07:18:09
L-0000436,INFO,simulador,registro,139,2026-04-15T09:00:47
L-0000437,INFO,streamlit,agregacion,133,2026-04-15T10:06:41
L-0000438,WARNING,streamlit,reporte,324,2026-04-15T14:42:19
L-0000439,WARNING,validador,registro,351,2026-04-15T15:41:36
L-0000440,INFO,streamlit,agregacion,308,2026-04-15T15:18:18
L-0000441,INFO,auditoria,agregacion,142,2026-04-15T13:25:59
L-0000442,INFO,streamlit,voto_emitido,233,2026-04-15T14:56:53
L-0000443,INFO,streamlit,voto_emitido,101,2026-04-15T14:16:41
L-0000444,INFO,simulador,voto_emitido,157,2026-04-15T11:11:59
L-0000445,INFO,auditoria,registro,17,2026-04-15T08:33:11
L-0000446,INFO,simulador,validacion,288,2026-04-15T09:18:53
L-0000447,INFO,etl,registro,299,2026-04-15T15:34:18
L-0000448,WARNING,simulador,validacion,170,2026-04-15T09:59:29
L-0000449,WARNING,etl,voto_emitido,775,2026-04-15T10:04:49
L-0000450,WARNING,simulador,validacion,627,2026-04-15T11:52:04
L-0000451,INFO,streamlit,voto_emitido,54,2026-04-15T15:38:12
L-0000452,INFO,streamlit,validacion,282,2026-04-15T13:31:45
L-0000453,INFO,streamlit,agregacion,122,2026-04-15T13:21:13
L-0000454,INFO,simulador,voto_emitido,225,2026-04-15T11:07:01
L-0000455,INFO,auditoria,auditoria_diaria,183,2026-04-15T08:37:23
L-0000456,INFO,validador,registro,27,2026-04-15T10:53:12
L-0000457,INFO,streamlit,registro,24,2026-04-15T10:26:36
L-0000458,WARNING,etl,validacion,712,2026-04-15T12:52:23
L-0000459,INFO,auditoria,voto_emitido,191,2026-04-15T07:22:32
L-0000460,INFO,streamlit,voto_emitido,20,2026-04-15T08:24:00
L-0000461,INFO,simulador,agregacion,176,2026-04-15T16:07:46
L-0000462,INFO,etl,reporte,17,2026-04-15T12:51:57
L-0000463,INFO,validador,reporte,185,2026-04-15T12:57:14
L-0000464,INFO,validador,validacion,310,2026-04-15T14:18:58
L-0000465,INFO,auditoria,validacion,34,2026-04-15T14:58:39
L-0000466,INFO,streamlit,reporte,295,2026-04-15T07:37:13
L-0000467,INFO,etl,agregacion,88,2026-04-15T08:46:12
L-0000468,INFO,etl,registro,170,2026-04-15T15:36:38
L-0000469,INFO,validador,registro,261,2026-04-15T15:23:32
L-0000470,INFO,validador,validacion,171,2026-04-15T12:31:53
L-0000471,WARNING,etl,auditoria_diaria,354,2026-04-15T11:16:38
L-0000472,INFO,streamlit,reporte,267,2026-04-15T10:00:44
L-0000473,INFO,simulador,auditoria_diaria,134,2026-04-15T09:33:46
L-0000474,WARNING,validador,auditoria_diaria,171,2026-04-15T16:18:14
L-0000475,INFO,auditoria,registro,297,2026-04-15T14:00:58
L-0000476,INFO,streamlit,registro,298,2026-04-15T16:59:16
L-0000477,INFO,etl,agregacion,171,2026-04-15T14:24:31
L-0000478,INFO,etl,auditoria_diaria,270,2026-04-15T13:50:36
L-0000479,WARNING,simulador,registro,569,2026-04-15T16:25:25
L-0000480,INFO,streamlit,agregacion,255,2026-04-15T09:30:05
L-0000481,INFO,streamlit,reporte,256,2026-04-15T10:36:40
L-0000482,INFO,auditoria,voto_emitido,247,2026-04-15T07:31:26
L-0000483,INFO,etl,validacion,85,2026-04-15T16:13:41
L-0000484,ERROR,etl,validacion,2224,2026-04-15T10:44:20
L-0000485,INFO,auditoria,agregacion,15,2026-04-15T16:34:31
L-0000486,INFO,simulador,voto_emitido,110,2026-04-15T09:47:57
L-0000487,INFO,etl,auditoria_diaria,94,2026-04-15T15:16:24
L-0000488,INFO,auditoria,auditoria_diaria,107,2026-04-15T07:32:51
L-0000489,INFO,validador,validacion,140,2026-04-15T08:27:52
L-0000490,INFO,validador,auditoria_diaria,36,2026-04-15T14:22:41
L-0000491,ERROR,etl,validacion,2464,2026-04-15T11:05:34
L-0000492,INFO,auditoria,reporte,74,2026-04-15T14:38:24
L-0000493,WARNING,auditoria,agregacion,667,2026-04-15T12:59:51
L-0000494,INFO,streamlit,registro,248,2026-04-15T15:02:10
L-0000495,WARNING,simulador,agregacion,265,2026-04-15T14:27:01
L-0000496,INFO,simulador,agregacion,237,2026-04-15T08:24:37
L-0000497,INFO,auditoria,voto_emitido,217,2026-04-15T10:11:53
L-0000498,INFO,streamlit,registro,232,2026-04-15T10:38:37
L-0000499,INFO,simulador,validacion,172,2026-04-15T09:40:37
L-0000500,INFO,streamlit,auditoria_diaria,132,2026-04-15T09:36:22
L-0000501,INFO,etl,registro,211,2026-04-15T09:25:21
L-0000502,WARNING,etl,voto_emitido,164,2026-04-15T08:33:25
L-0000503,INFO,validador,registro,17,2026-04-15T10:50:15
L-0000504,INFO,simulador,reporte,269,2026-04-15T08:54:44
L-0000505,INFO,validador,voto_emitido,156,2026-04-15T16:47:48
L-0000506,INFO,auditoria,voto_emitido,141,2026-04-15T15:45:59
L-0000507,INFO,etl,reporte,37,2026-04-15T09:24:48
L-0000508,INFO,etl,reporte,198,2026-04-15T09:42:01
L-0000509,INFO,simulador,auditoria_diaria,119,2026-04-15T09:15:28
L-0000510,INFO,validador,voto_emitido,247,2026-04-15T14:30:28
L-0000511,INFO,etl,auditoria_diaria,244,2026-04-15T14:58:45
L-0000512,INFO,etl,registro,33,2026-04-15T11:53:50
L-0000513,INFO,etl,agregacion,164,2026-04-15T09:25:27
L-0000514,INFO,streamlit,registro,310,2026-04-15T12:02:47
L-0000515,INFO,etl,voto_emitido,20,2026-04-15T09:20:10
L-0000516,INFO,simulador,registro,32,2026-04-15T16:25:23
L-0000517,WARNING,simulador,agregacion,227,2026-04-15T12:15:51
L-0000518,WARNING,simulador,voto_emitido,762,2026-04-15T12:52:54
L-0000519,INFO,etl,voto_emitido,104,2026-04-15T10:23:46
L-0000520,INFO,validador,agregacion,144,2026-04-15T13:24:06
L-0000521,INFO,simulador,reporte,49,2026-04-15T09:10:10
L-0000522,INFO,etl,voto_emitido,62,2026-04-15T16:13:28
L-0000523,INFO,etl,auditoria_diaria,141,2026-04-15T07:55:46
L-0000524,INFO,simulador,auditoria_diaria,252,2026-04-15T12:17:26
L-0000525,ERROR,validador,voto_emitido,912,2026-04-15T08:33:01
L-0000526,INFO,streamlit,reporte,139,2026-04-15T10:33:45
L-0000527,WARNING,etl,registro,423,2026-04-15T07:12:20
L-0000528,INFO,simulador,agregacion,38,2026-04-15T09:19:41
L-0000529,INFO,auditoria,auditoria_diaria,20,2026-04-15T09:15:12
L-0000530,WARNING,streamlit,voto_emitido,587,2026-04-15T16:10:40
L-0000531,INFO,streamlit,agregacion,119,2026-04-15T13:45:45
L-0000532,INFO,streamlit,agregacion,163,2026-04-15T10:53:07
L-0000533,WARNING,auditoria,validacion,418,2026-04-15T08:47:46
L-0000534,ERROR,validador,registro,2245,2026-04-15T13:03:51
L-0000535,INFO,simulador,registro,275,2026-04-15T10:42:25
L-0000536,INFO,validador,voto_emitido,247,2026-04-15T07:32:34
L-0000537,WARNING,streamlit,validacion,354,2026-04-15T13:25:45
L-0000538,ERROR,auditoria,auditoria_diaria,2061,2026-04-15T10:01:33
L-0000539,INFO,streamlit,auditoria_diaria,15,2026-04-15T07:25:01
L-0000540,INFO,streamlit,registro,283,2026-04-15T15:37:41
L-0000541,INFO,validador,validacion,70,2026-04-15T15:37:21
L-0000542,INFO,etl,agregacion,89,2026-04-15T13:09:24
L-0000543,INFO,auditoria,voto_emitido,292,2026-04-15T13:32:50
L-0000544,INFO,simulador,agregacion,178,2026-04-15T12:05:07
L-0000545,WARNING,auditoria,auditoria_diaria,572,2026-04-15T16:08:24
L-0000546,ERROR,etl,validacion,1412,2026-04-15T12:16:20
L-0000547,INFO,streamlit,registro,43,2026-04-15T16:53:37
L-0000548,INFO,validador,validacion,85,2026-04-15T12:42:30
L-0000549,INFO,streamlit,registro,202,2026-04-15T15:40:54
L-0000550,INFO,auditoria,validacion,162,2026-04-15T10:01:38
L-0000551,INFO,validador,agregacion,277,2026-04-15T14:14:11
L-0000552,INFO,auditoria,reporte,66,2026-04-15T14:19:11
L-0000553,INFO,simulador,reporte,293,2026-04-15T16:01:07
L-0000554,WARNING,etl,validacion,771,2026-04-15T11:39:57
L-0000555,WARNING,streamlit,registro,131,2026-04-15T11:54:58
L-0000556,INFO,simulador,agregacion,102,2026-04-15T11:20:35
L-0000557,INFO,simulador,registro,196,2026-04-15T13:16:37
L-0000558,ERROR,streamlit,validacion,622,2026-04-15T14:23:06
L-0000559,INFO,auditoria,validacion,71,2026-04-15T09:49:06
L-0000560,INFO,etl,registro,298,2026-04-15T10:48:33
L-0000561,INFO,auditoria,registro,140,2026-04-15T14:57:01
L-0000562,INFO,auditoria,agregacion,38,2026-04-15T14:05:23
L-0000563,INFO,simulador,voto_emitido,31,2026-04-15T12:10:23
L-0000564,WARNING,streamlit,validacion,773,2026-04-15T11:02:43
L-0000565,INFO,simulador,reporte,143,2026-04-15T11:46:20
L-0000566,ERROR,streamlit,voto_emitido,1078,2026-04-15T08:43:58
L-0000567,WARNING,validador,reporte,770,2026-04-15T16:15:27
L-0000568,INFO,streamlit,reporte,306,2026-04-15T13:42:11
L-0000569,INFO,validador,voto_emitido,208,2026-04-15T07:48:48
L-0000570,INFO,streamlit,registro,294,2026-04-15T16:52:23
L-0000571,INFO,streamlit,auditoria_diaria,314,2026-04-15T09:28:15
L-0000572,INFO,simulador,auditoria_diaria,272,2026-04-15T08:38:03
L-0000573,INFO,streamlit,registro,179,2026-04-15T07:55:49
L-0000574,INFO,auditoria,agregacion,234,2026-04-15T12:33:24
L-0000575,INFO,streamlit,agregacion,73,2026-04-15T08:22:30
L-0000576,INFO,validador,registro,16,2026-04-15T09:13:51
L-0000577,INFO,streamlit,auditoria_diaria,169,2026-04-15T07:39:03
L-0000578,ERROR,streamlit,voto_emitido,1707,2026-04-15T10:29:12
L-0000579,INFO,etl,agregacion,258,2026-04-15T10:07:01
L-0000580,INFO,streamlit,validacion,142,2026-04-15T07:03:30
L-0000581,WARNING,etl,registro,556,2026-04-15T11:37:41
L-0000582,INFO,etl,registro,137,2026-04-15T15:58:11
L-0000583,INFO,streamlit,agregacion,283,2026-04-15T13:32:25
L-0000584,INFO,auditoria,auditoria_diaria,38,2026-04-15T10:32:41
L-0000585,WARNING,auditoria,voto_emitido,648,2026-04-15T10:52:15
L-0000586,INFO,streamlit,voto_emitido,137,2026-04-15T16:18:27
L-0000587,INFO,simulador,registro,20,2026-04-15T08:08:41
L-0000588,INFO,validador,voto_emitido,119,2026-04-15T12:12:52
L-0000589,WARNING,simulador,auditoria_diaria,647,2026-04-15T11:56:17
L-0000590,INFO,etl,voto_emitido,46,2026-04-15T12:58:31
L-0000591,INFO,simulador,validacion,180,2026-04-15T14:48:27
L-0000592,INFO,streamlit,validacion,279,2026-04-15T07:05:46
L-0000593,INFO,etl,auditoria_diaria,19,2026-04-15T14:35:06
L-0000594,INFO,streamlit,auditoria_diaria,242,2026-04-15T13:49:04
L-0000595,ERROR,validador,reporte,601,2026-04-15T09:17:55
L-0000596,INFO,simulador,agregacion,126,2026-04-15T15:24:48
L-0000597,INFO,streamlit,auditoria_diaria,203,2026-04-15T07:12:51
L-0000598,INFO,etl,registro,295,2026-04-15T10:24:35
L-0000599,WARNING,etl,registro,517,2026-04-15T10:45:35
L-0000600,INFO,validador,reporte,127,2026-04-15T07:27:28
L-0000601,INFO,simulador,validacion,184,2026-04-15T08:37:02
L-0000602,INFO,streamlit,reporte,41,2026-04-15T14:42:14
L-0000603,INFO,streamlit,voto_emitido,314,2026-04-15T10:17:38
L-0000604,ERROR,streamlit,validacion,644,2026-04-15T07:58:49
L-0000605,INFO,streamlit,auditoria_diaria,183,2026-04-15T13:17:05
L-0000606,INFO,streamlit,auditoria_diaria,19,2026-04-15T10:45:30
L-0000607,WARNING,streamlit,validacion,793,2026-04-15T07:56:30
L-0000608,INFO,streamlit,agregacion,221,2026-04-15T10:51:09
L-0000609,INFO,streamlit,validacion,262,2026-04-15T15:07:54
L-0000610,INFO,auditoria,voto_emitido,248,2026-04-15T07:38:16
L-0000611,INFO,etl,agregacion,48,2026-04-15T12:12:12
L-0000612,INFO,etl,agregacion,90,2026-04-15T16:23:13
L-0000613,INFO,etl,reporte,275,2026-04-15T15:09:07
L-0000614,WARNING,simulador,agregacion,662,2026-04-15T08:42:04
L-0000615,INFO,streamlit,agregacion,259,2026-04-15T10:26:40
L-0000616,WARNING,simulador,auditoria_diaria,641,2026-04-15T14:00:42
L-0000617,INFO,streamlit,auditoria_diaria,33,2026-04-15T13:11:27
L-0000618,INFO,streamlit,auditoria_diaria,92,2026-04-15T09:15:54
L-0000619,INFO,etl,registro,63,2026-04-15T13:11:38
L-0000620,INFO,streamlit,registro,197,2026-04-15T07:15:31
L-0000621,INFO,simulador,registro,157,2026-04-15T08:50:27
L-0000622,INFO,simulador,auditoria_diaria,313,2026-04-15T08:55:06
L-0000623,INFO,validador,agregacion,238,2026-04-15T15:23:00
L-0000624,WARNING,etl,registro,497,2026-04-15T11:58:38
L-0000625,INFO,validador,auditoria_diaria,221,2026-04-15T12:57:36
L-0000626,INFO,simulador,registro,66,2026-04-15T14:36:14
L-0000627,INFO,auditoria,validacion,230,2026-04-15T08:44:51
L-0000628,INFO,simulador,registro,247,2026-04-15T14:30:46
L-0000629,INFO,simulador,reporte,124,2026-04-15T14:54:13
L-0000630,INFO,auditoria,auditoria_diaria,35,2026-04-15T15:23:00
L-0000631,WARNING,streamlit,reporte,142,2026-04-15T14:40:49
L-0000632,INFO,streamlit,reporte,188,2026-04-15T07:25:43
L-0000633,INFO,streamlit,registro,174,2026-04-15T11:26:31
L-0000634,ERROR,streamlit,validacion,1791,2026-04-15T09:49:36
L-0000635,INFO,streamlit,agregacion,115,2026-04-15T11:28:08
L-0000636,INFO,streamlit,validacion,132,2026-04-15T07:29:08
L-0000637,INFO,validador,validacion,108,2026-04-15T09:13:16
L-0000638,INFO,etl,voto_emitido,124,2026-04-15T16:52:59
L-0000639,INFO,etl,reporte,102,2026-04-15T09:29:40
L-0000640,INFO,validador,agregacion,235,2026-04-15T09:55:26
L-0000641,INFO,auditoria,registro,160,2026-04-15T13:06:52
L-0000642,INFO,simulador,reporte,141,2026-04-15T14:39:49
L-0000643,INFO,streamlit,registro,59,2026-04-15T15:24:33
L-0000644,INFO,etl,registro,306,2026-04-15T09:04:18
L-0000645,ERROR,etl,agregacion,497,2026-04-15T15:30:29
L-0000646,INFO,etl,auditoria_diaria,191,2026-04-15T11:38:51
L-0000647,ERROR,streamlit,reporte,1005,2026-04-15T13:46:44
L-0000648,INFO,validador,auditoria_diaria,135,2026-04-15T11:05:40
L-0000649,INFO,streamlit,validacion,286,2026-04-15T12:39:00
L-0000650,INFO,streamlit,agregacion,162,2026-04-15T12:27:02
L-0000651,WARNING,simulador,registro,765,2026-04-15T11:51:36
L-0000652,INFO,streamlit,validacion,68,2026-04-15T12:42:37
L-0000653,INFO,streamlit,agregacion,59,2026-04-15T10:21:35
L-0000654,INFO,simulador,voto_emitido,24,2026-04-15T09:03:28
L-0000655,ERROR,validador,registro,643,2026-04-15T12:31:42
L-0000656,INFO,simulador,auditoria_diaria,52,2026-04-15T08:20:44
L-0000657,INFO,streamlit,voto_emitido,200,2026-04-15T16:20:20
L-0000658,INFO,streamlit,agregacion,226,2026-04-15T09:02:04
L-0000659,INFO,streamlit,auditoria_diaria,237,2026-04-15T13:31:23
L-0000660,INFO,validador,agregacion,317,2026-04-15T09:25:00
L-0000661,INFO,validador,voto_emitido,113,2026-04-15T16:18:05
L-0000662,INFO,validador,voto_emitido,202,2026-04-15T16:47:17
L-0000663,INFO,validador,reporte,193,2026-04-15T10:16:47
L-0000664,INFO,auditoria,validacion,190,2026-04-15T09:28:59
L-0000665,INFO,auditoria,registro,294,2026-04-15T08:52:41
L-0000666,INFO,streamlit,reporte,296,2026-04-15T15:14:46
L-0000667,INFO,etl,validacion,276,2026-04-15T13:43:44
L-0000668,INFO,simulador,reporte,107,2026-04-15T08:18:50
L-0000669,WARNING,streamlit,reporte,643,2026-04-15T12:19:34
L-0000670,INFO,auditoria,agregacion,283,2026-04-15T13:40:02
L-0000671,INFO,etl,auditoria_diaria,224,2026-04-15T11:45:07
L-0000672,INFO,streamlit,auditoria_diaria,319,2026-04-15T08:37:05
L-0000673,INFO,validador,reporte,66,2026-04-15T15:04:40
L-0000674,INFO,streamlit,auditoria_diaria,34,2026-04-15T14:23:50
L-0000675,INFO,auditoria,registro,82,2026-04-15T15:37:00
L-0000676,INFO,etl,registro,270,2026-04-15T09:35:47
L-0000677,WARNING,simulador,reporte,687,2026-04-15T16:33:42
L-0000678,ERROR,streamlit,validacion,2294,2026-04-15T11:39:30
L-0000679,INFO,auditoria,registro,99,2026-04-15T07:40:48
L-0000680,INFO,validador,auditoria_diaria,68,2026-04-15T09:15:15
L-0000681,INFO,streamlit,reporte,245,2026-04-15T09:45:40
L-0000682,INFO,simulador,agregacion,49,2026-04-15T13:24:31
L-0000683,INFO,auditoria,registro,280,2026-04-15T15:45:28
L-0000684,INFO,simulador,reporte,220,2026-04-15T16:04:59
L-0000685,INFO,streamlit,registro,226,2026-04-15T08:06:24
L-0000686,INFO,validador,reporte,255,2026-04-15T13:00:40
L-0000687,INFO,streamlit,agregacion,132,2026-04-15T11:01:16
L-0000688,INFO,auditoria,auditoria_diaria,318,2026-04-15T08:35:46
L-0000689,INFO,streamlit,validacion,28,2026-04-15T15:43:44
L-0000690,INFO,streamlit,voto_emitido,34,2026-04-15T10:50:37
L-0000691,ERROR,simulador,validacion,1748,2026-04-15T15:59:04
L-0000692,INFO,auditoria,agregacion,271,2026-04-15T13:10:42
L-0000693,INFO,validador,agregacion,58,2026-04-15T12:53:50
L-0000694,INFO,streamlit,registro,115,2026-04-15T08:52:57
L-0000695,INFO,streamlit,registro,210,2026-04-15T07:55:13
L-0000696,INFO,streamlit,validacion,128,2026-04-15T08:59:19
L-0000697,INFO,etl,auditoria_diaria,316,2026-04-15T08:57:47
L-0000698,WARNING,simulador,voto_emitido,189,2026-04-15T14:35:11
L-0000699,INFO,auditoria,agregacion,304,2026-04-15T09:31:38
L-0000700,INFO,etl,registro,292,2026-04-15T09:34:55
L-0000701,WARNING,streamlit,agregacion,312,2026-04-15T14:23:33
L-0000702,INFO,streamlit,validacion,149,2026-04-15T11:21:56
L-0000703,INFO,auditoria,validacion,297,2026-04-15T10:05:57
L-0000704,INFO,auditoria,validacion,113,2026-04-15T16:05:16
L-0000705,INFO,streamlit,validacion,128,2026-04-15T14:39:21
L-0000706,ERROR,streamlit,agregacion,1514,2026-04-15T12:15:35
L-0000707,INFO,validador,reporte,185,2026-04-15T08:16:57
L-0000708,INFO,streamlit,voto_emitido,161,2026-04-15T08:35:34
L-0000709,INFO,auditoria,voto_emitido,233,2026-04-15T10:11:28
L-0000710,INFO,streamlit,reporte,134,2026-04-15T07:16:13
L-0000711,INFO,simulador,validacion,149,2026-04-15T16:01:25
L-0000712,INFO,streamlit,reporte,294,2026-04-15T14:59:40
L-0000713,INFO,streamlit,voto_emitido,221,2026-04-15T09:49:24
L-0000714,INFO,validador,agregacion,318,2026-04-15T07:12:42
L-0000715,WARNING,streamlit,agregacion,223,2026-04-15T07:46:53
L-0000716,INFO,auditoria,validacion,83,2026-04-15T13:39:10
L-0000717,INFO,streamlit,validacion,115,2026-04-15T09:43:22
L-0000718,INFO,streamlit,auditoria_diaria,39,2026-04-15T11:31:43
L-0000719,INFO,auditoria,registro,20,2026-04-15T12:40:13
L-0000720,INFO,auditoria,agregacion,127,2026-04-15T15:37:16
L-0000721,INFO,validador,agregacion,17,2026-04-15T16:54:00
L-0000722,INFO,streamlit,agregacion,194,2026-04-15T08:56:41
L-0000723,INFO,etl,reporte,269,2026-04-15T13:28:40
L-0000724,INFO,simulador,reporte,88,2026-04-15T16:06:19
L-0000725,INFO,simulador,auditoria_diaria,293,2026-04-15T10:30:52
L-0000726,INFO,etl,validacion,289,2026-04-15T08:47:36
L-0000727,INFO,auditoria,reporte,131,2026-04-15T08:23:23
L-0000728,INFO,simulador,voto_emitido,240,2026-04-15T09:49:04
L-0000729,INFO,etl,validacion,308,2026-04-15T12:47:02
L-0000730,INFO,auditoria,validacion,45,2026-04-15T13:31:06
L-0000731,INFO,etl,voto_emitido,277,2026-04-15T13:30:37
L-0000732,INFO,simulador,registro,191,2026-04-15T12:39:20
L-0000733,INFO,auditoria,validacion,306,2026-04-15T13:56:15
L-0000734,INFO,streamlit,validacion,243,2026-04-15T11:33:18
L-0000735,WARNING,auditoria,reporte,257,2026-04-15T12:29:35
L-0000736,INFO,validador,registro,280,2026-04-15T14:29:54
L-0000737,INFO,simulador,voto_emitido,32,2026-04-15T16:07:36
L-0000738,INFO,streamlit,reporte,306,2026-04-15T08:58:44
L-0000739,INFO,etl,voto_emitido,173,2026-04-15T14:52:51
L-0000740,INFO,streamlit,registro,81,2026-04-15T11:03:18
L-0000741,INFO,simulador,auditoria_diaria,73,2026-04-15T11:03:46
L-0000742,ERROR,etl,auditoria_diaria,2069,2026-04-15T16:15:16
L-0000743,INFO,validador,agregacion,247,2026-04-15T16:42:21
L-0000744,INFO,simulador,validacion,133,2026-04-15T13:54:21
L-0000745,ERROR,auditoria,voto_emitido,2002,2026-04-15T16:22:53
L-0000746,INFO,validador,agregacion,177,2026-04-15T10:15:41
L-0000747,INFO,auditoria,reporte,159,2026-04-15T14:18:14
L-0000748,INFO,streamlit,registro,33,2026-04-15T16:40:46
L-0000749,ERROR,etl,voto_emitido,770,2026-04-15T15:07:16
L-0000750,INFO,streamlit,reporte,147,2026-04-15T07:02:16
L-0000751,INFO,streamlit,reporte,278,2026-04-15T10:39:00
L-0000752,INFO,validador,voto_emitido,65,2026-04-15T07:45:48
L-0000753,INFO,simulador,reporte,30,2026-04-15T09:04:34
L-0000754,INFO,streamlit,validacion,139,2026-04-15T11:54:58
L-0000755,INFO,streamlit,voto_emitido,273,2026-04-15T16:27:05
